Date,Temperature,PH,DO,WQI,station_id
2018-09-15,27.8,7.26,6.17,67.65,2
2018-10-15,27.3,5.3,7.537,63.04,0
2018-10-15,28.2,7.66,5.92,69.75,1
2018-10-15,29.3,7.25,4.82,65.25,2
2018-11-15,27.8,4.84,6.266,55.33,0
2018-11-15,28.9,7.76,7.12,79.2,1
2018-11-15,27.9,7.09,5.34,62.54,2
2018-12-15,29.0,4.67,6.021,57.12,0
2018-12-15,29.4,7.55,7.05,79.39,1
2018-12-15,29.2,7.15,4.56,62.96,2
2019-01-15,27.8,4.61,6.281,54.19,0
2019-01-15,29.3,7.62,6.6,76.96,1
2019-01-15,27.0,7.31,4.975,58.68,2
2019-02-15,27.5,4.6,6.22,52.79,0
2019-02-15,30.6,7.68,6.63,81.82,1
2019-02-15,28.7,7.56,4.61,63.73,2
2019-03-15,29.5,5.44,7.42,70.55,0
2019-03-15,29.8,7.79,5.99,76.21,1
2019-03-15,29.8,7.54,5.355,71.41,2
2019-04-15,30.8,5.64,6.346,70.11,0
2019-04-15,30.0,7.45,5.465,72.2,1
2019-04-16,28.5,7.94,6.49,75.36,0
2019-05-15,29.8,5.96,5.636,64.56,0
2019-05-15,29.9,7.81,7.43,84.53,1
2019-05-15,30.8,7.5,5.925,77.68,2
2019-06-15,29.1,4.92,7.248,65.5,0
2019-06-15,28.4,7.98,6.95,77.76,1
2019-06-15,30.0,7.65,5.4,72.91,2
2019-07-15,29.9,6.1,7.504,75.86,0
2019-07-15,28.5,7.59,6.75,74.93,1
2019-07-15,29.1,7.45,5.645,70.16,2
2019-08-15,28.6,5.32,7.285,66.15,0
2019-08-15,28.5,7.58,6.8,75.15,1
2019-08-15,29.9,7.21,5.735,72.07,2
2019-09-15,29.3,6.17,5.966,65.8,0
2019-09-16,29.4,7.01,7.1,76.8,0
2019-09-16,27.4,7.03,6.18,65.13,1
2019-10-15,28.0,4.82,6.698,58.26,0
2019-10-15,29.0,6.95,7.14,75.35,1
2019-10-15,28.3,6.77,5.89,65.2,2
2019-11-15,28.9,5.34,6.716,64.15,0
2019-11-15,28.2,6.8,7.29,72.68,1
2019-11-15,30.1,6.6,5.92,70.52,2
2019-12-15,28.2,4.56,5.689,52.03,0
2019-12-15,29.3,7.28,7.53,80.25,1
2019-12-15,29.2,7.31,5.32,67.97,2
2020-01-15,28.45,4.975,6.292,58.37,0
2020-01-15,29.55,7.51,7.29,81.0,1
2020-01-15,29.1,7.44,5.14,67.34,2
2020-02-15,28.25,4.61,6.8,58.54,0
2020-02-15,29.75,7.11,7.14,78.73,1
2020-02-15,28.1,7.26,4.91,61.76,2
2020-03-15,29.2,5.355,5.9,60.77,0
2020-03-15,29.5,7.62,7.06,80.15,1
2020-03-15,30.2,7.78,4.78,70.88,2
2020-04-15,29.85,5.465,6.252,65.47,0
2020-04-16,28.8,7.12,6.43,71.69,0
2020-04-16,29.5,7.45,4.75,66.61,1
2020-05-15,29.75,5.925,6.638,69.69,0
2020-05-15,29.4,7.35,6.5,75.32,1
2020-05-15,30.65,7.28,4.42,67.77,2
2020-06-15,29.3,5.4,6.211,63.05,0
2020-06-15,29.1,7.79,7.05,79.65,1
2020-06-15,30.0,7.73,4.52,68.52,2
2020-07-15,29.7,5.645,6.276,66.05,0
2020-07-15,28.7,7.38,6.97,75.69,1
2020-07-15,29.3,7.55,5.645,71.36,2
2020-08-15,28.7,5.735,7.372,69.16,0
2020-08-15,27.4,6.85,5.68,61.44,1
2020-08-15,29.2,6.96,5.24,65.68,2
2020-09-15,29.15,6.18,7.571,74.13,0
2020-09-15,27.9,7.07,6.8,70.42,1
2020-09-15,27.6,7.21,4.47,57.4,2
2020-10-15,27.4,5.89,6.936,63.22,0
2020-10-15,29.2,6.43,5.5,64.29,1
2020-10-15,27.9,6.74,5.5,61.56,2
2020-11-15,27.9,5.92,7.297,67.04,0
2020-11-15,29.5,6.71,5.06,64.38,1
2020-11-15,28.7,6.72,5.29,62.99,2
2020-12-15,28.7,5.32,7.28,66.46,0
2020-12-15,26.8,6.92,6.01,61.6,1
2020-12-15,29.0,6.64,5.08,62.43,2
2021-01-15,29.0,5.14,6.77,63.72,0
2021-01-15,27.8,7.03,6.06,65.82,1
2021-01-15,28.7,7.01,4.59,60.7,2
2021-02-15,27.1,4.91,6.05,52.16,0
2021-02-15,28.2,7.14,6.56,70.49,1
2021-02-15,27.0,7.16,5.21,59.17,2
2021-03-15,27.5,4.78,6.95,57.74,0
2021-03-15,28.4,6.72,7.33,73.15,1
2021-03-15,28.1,6.44,5.7,61.73,2
2021-04-15,28.6,4.75,5.87,55.38,0
2021-04-15,28.5,7.18,7.01,74.18,1
2021-04-15,28.7,7.29,5.14,65.2,2
2021-05-15,28.5,4.42,5.87,53.29,0
2021-05-15,28.4,7.15,6.57,71.27,1
2021-05-15,28.7,7.28,5.37,66.4,2
2021-06-15,29.0,4.52,5.88,55.56,0
2021-06-15,29.0,7.29,6.48,73.54,1
2021-06-15,29.0,7.17,5.47,67.38,2
2021-07-15,28.8,5.645,6.29,63.1,0
2021-07-15,29.4,7.4,7.42,80.62,1
2021-07-15,28.9,7.6,4.98,66.64,2
2021-08-15,29.3,5.24,6.54,64.0,0
2021-08-15,29.9,7.18,6.97,78.67,1
2021-08-15,29.2,7.2,5.3,67.28,2
2021-09-15,28.6,4.47,6.13,55.31,0
2021-09-15,28.8,6.72,6.73,71.21,1
2021-09-15,28.8,6.96,5.04,63.24,2
2021-10-15,28.1,5.5,5.98,58.27,0
2021-10-15,29.7,6.95,6.83,76.01,1
2021-10-15,28.2,6.57,5.6,62.21,2
2021-11-15,28.2,5.29,7.47,65.65,0
2021-11-15,29.0,6.98,6.84,73.87,1
2021-11-15,29.8,6.47,6.12,69.91,2
2021-12-15,30.0,5.08,6.18,63.54,0
2021-12-15,28.9,6.79,6.58,71.1,1
2021-12-15,29.1,7.03,5.27,65.88,2
2022-01-15,29.0,4.59,6.662,60.21,0
2022-01-15,28.9,7.25,7.0,75.84,1
2022-01-15,28.96,6.69,4.97,61.96,2
2022-02-15,29.3,5.21,7.55,69.37,0
2022-02-15,28.9,7.24,7.31,77.48,1
2022-02-15,29.5,7.14,5.33,68.14,2
2022-03-15,28.6,5.7,7.559,69.66,0
2022-03-15,29.3,7.63,7.25,80.57,1
2022-03-15,28.9,7.03,5.9,68.65,2
2022-04-15,29.8,5.14,7.537,70.61,0
2022-04-15,29.6,7.39,6.25,74.84,1
2022-04-15,29.5,7.27,6.15,73.31,2
2022-05-15,28.7,5.37,6.266,61.17,0
2022-05-15,29.4,8.18,6.35,78.9,1
2022-05-15,28.9,6.93,5.31,64.89,2
2022-06-15,29.5,5.47,6.021,63.05,0
2022-06-15,29.1,7.17,7.12,76.75,1
2022-06-15,29.3,6.66,6.85,73.23,2
2022-07-15,29.5,4.98,6.281,61.88,0
2022-07-15,29.3,7.68,7.03,79.63,1
2022-07-15,29.0,6.57,5.05,61.89,2
2022-08-15,28.6,5.3,6.22,60.21,0
2022-08-15,28.7,7.61,6.27,73.08,1
2022-08-15,28.3,7.25,5.52,65.72,2
2022-09-15,29.2,5.04,7.42,67.42,0
2022-09-15,29.0,7.11,6.27,71.44,1
2022-09-15,28.6,6.99,5.74,66.55,2
2022-10-15,29.1,5.6,6.346,64.18,0
2022-10-15,28.2,6.96,5.26,62.42,1
2022-10-15,29.4,6.72,6.85,73.89,2
2022-11-15,29.0,6.12,5.636,62.71,0
2022-11-15,29.6,6.84,5.82,69.56,1
2022-11-15,28.9,6.56,6.72,70.65,2
2022-12-15,29.8,5.27,7.248,69.72,0
2022-12-15,27.1,7.25,4.86,58.07,1
2022-12-15,29.6,6.87,6.82,75.19,2
2023-01-15,29.4,4.97,7.504,68.18,0
2023-01-15,26.1,6.74,6.49,60.91,1
2023-01-15,29.3,6.42,4.97,61.67,2
2023-02-15,28.3,5.33,7.285,65.19,0
2023-02-15,28.5,7.06,6.37,70.04,1
2023-02-15,28.9,6.83,5.33,64.47,2
2023-03-15,25.7,5.9,5.966,52.24,0
2023-03-15,28.9,6.97,5.99,68.83,1
2023-03-15,25.8,6.52,5.9,55.51,2
2023-04-15,28.1,6.15,6.698,65.66,0
2023-04-15,27.6,7.11,7.39,72.85,1
2023-04-15,28.4,6.91,6.15,67.7,2
2023-05-15,28.8,5.31,6.716,63.65,0
2023-05-15,27.8,7.13,2.02,44.24,1
2023-05-15,29.1,6.98,5.31,65.83,2
2023-06-15,27.3,6.85,5.689,61.15,0
2023-06-15,27.3,7.31,5.15,60.65,1
2023-06-15,27.5,7.2,6.85,70.04,2
2023-07-15,27.2,5.05,6.292,54.56,0
2023-07-15,26.7,7.21,5.9,62.2,1
2023-07-15,27.1,6.76,5.05,56.51,2
2023-08-15,27.0,5.52,6.8,59.17,0
2023-08-15,26.8,7.27,5.15,58.75,1
2023-08-15,26.8,7.09,5.52,59.82,2
2023-09-15,26.8,5.74,5.9,54.73,0
2023-09-15,26.7,7.17,5.78,61.33,1
2023-09-15,27.0,6.82,5.74,60.26,2
2023-10-15,27.0,6.85,6.32,63.6,0
2023-10-15,26.3,7.33,6.61,65.38,1
2023-10-15,26.6,7.16,6.85,66.8,2
2023-11-15,26.6,6.72,7.56,68.35,0
2023-11-15,26.5,7.36,7.19,69.38,1
2023-11-15,26.8,7.05,6.72,66.18,2
2023-12-15,26.0,6.82,7.39,65.93,0
2023-12-15,27.0,7.56,6.98,70.98,1
2023-12-15,26.5,6.43,6.82,62.42,2
